,headline,category,authors,date,topic
217,"Sen. Ben Ray Luján Suffers Stroke, Expected To Make 'Full Recovery'",POLITICS,"Farnoush Amiri, AP",2022-02-01,biden
218,Liz Cheney: Trump’s Latest Jan. 6 Comments Show He ‘Would Do This All Again’,POLITICS,Sanjana Karanth,2022-02-01,rep
219,Candace Owens Pitches A Fit Over Minnie Mouse Wearing Pants,POLITICS,Mary Papenfuss,2022-01-29,rep
220,Ex-GOP Rep. Suggests Dangerous 'Wedge Issue' Between Donald Trump And Ron DeSantis,POLITICS,Lee Moran,2022-01-29,rep
221,Democratic Candidate Evokes Slain Journalist Daughter As His ‘Running Mate’ In Powerful Ad,POLITICS,Lee Moran,2022-01-28,democrats
222,A Hard-Right Republican And A Progressive Debated. It Went As Well As You'd Expect.,POLITICS,Liz Skalka,2022-01-28,republicans
223,Sen. Ron Johnson Is Betting On Conspiracy Theories For Reelection,POLITICS,Tara Golshan,2022-01-28,biden
224,‘Quick Reaction Forces’ And The Lingering Mysteries Of The Plot Against The Capitol,POLITICS,Ryan J. Reilly,2022-01-28,capitol
225,Florida's 'Don't Say Gay' Bill Aims To Limit LGBTQ Discussions In Schools,POLITICS,"ANTHONY IZAGUIRRE and LINDSAY WHITEHURST, AP",2022-01-27,biden
226,Sen. Ron Johnson's Latest COVID Conspiracy: Athletes 'Dropping Dead' From Vaccines,POLITICS,Tara Golshan,2022-01-27,rep
227,Eric Trump's Oblivious Boast About His Father Gets A Brutal Fact-Check,POLITICS,Ed Mazza,2022-01-26,rep
228,Anatomy Of A GOP Non-Scandal,POLITICS,Liz Skalka,2022-01-26,republicans
229,Whoopi Goldberg Slams Bill Maher’s ‘Flippant’ COVID-19 Commentary,POLITICS,Lee Moran,2022-01-25,rep
230,Florida Sen. Rick Scott Touts Infrastructure Funding He Voted Against,POLITICS,Igor Bobic,2022-01-25,vote
231,Aaron Rodgers Rips Joe Biden And 'Fake White House' In Anti-Vax Rant,POLITICS,Ron Dicker,2022-01-24,joe
232,Peter Navarro Claims He Saw 'Nothing But Peaceful People' On Insurrection Day,POLITICS,Mary Papenfuss,2022-01-22,rep
233,"Trump Trolled Over Ron DeSantis Threat In Taunting ‘What’s The Matter, Donald?’ Ad",POLITICS,Lee Moran,2022-01-22,trump
234,"Sen. Josh Hawley Says, Without Irony, That Democrats Don't Accept Elections They Lose",POLITICS,Josephine Harvey,2022-01-21,democrats
235,Mitch McConnell Actually Just Suggested That 'American' Means 'Not Black',POLITICS,Sara Boboltz,2022-01-21,rep
236,Republican Group Torches Kevin McCarthy Over Jan. 6 In Scathing Ad Campaign,POLITICS,Ed Mazza,2022-01-21,republicans
237,CIA Says Most 'Havana Syndrome' Cases Likely Not Caused By Foreign Powers,POLITICS,Sara Boboltz,2022-01-20,rep
238,William Barr’s New Book Title Has Twitter Wits Filling In The Blanks,POLITICS,Lee Moran,2022-01-19,rep
239,Rudy Giuliani Among Trump Allies Subpoenaed By Jan. 6 Panel,POLITICS,"FARNOUSH AMIRI, AP",2022-01-18,court
240,They Rejected Democracy. They Lied. Now The GOP Is Hailing Martin Luther King's Legacy.,POLITICS,Jennifer Bendery,2022-01-18,republicans
241,Some QAnon Believers Think JFK Disguised Himself As Trump At Arizona Rally,POLITICS,David Moye,2022-01-17,biden
242,"Alexandria Ocasio-Cortez Says 'COVID Was No Joke,' Shares Photos After Recovery",POLITICS,Josephine Harvey,2022-01-16,rep
243,Eric Swalwell Rips Steve Bannon's New Call To 'Decertify' Biden As Democracy's 'Endgame',POLITICS,Mary Papenfuss,2022-01-16,rep
244,CNN Unearths Audio Of Kevin McCarthy Saying Trump Admitted Responsibility For Riot,POLITICS,Lee Moran,2022-01-15,rep
245,A Key Fox News Talking Point Awkwardly Falls Apart In Embarrassing Supercut,POLITICS,Lee Moran,2022-01-15,rep
246,Texas Attorney General Ordered To Release Records About His Role In Jan. 6 Rally,POLITICS,Mary Papenfuss,2022-01-15,court
247,"RNC Ripped, Ridiculed Over Presidential Debate Ban Threat",POLITICS,Lee Moran,2022-01-14,rep
248,"Laura Ingraham Feared More Violence After Jan. 6, Newly Released Text Message Shows",POLITICS,Lee Moran,2022-01-13,rep
249,Jan. 6 Committee Asks House GOP Leader Kevin McCarthy To Testify,POLITICS,S.V. Date,2022-01-12,republicans
250,Dick Durbin To GOP: Our Turn To Confirm Judicial Nominees Without Your Consent,POLITICS,Jennifer Bendery,2022-01-12,republicans
251,Marsha Blackburn Criticizes Black Judicial Nominee’s ‘Rap Sheet’ Of Speeding Tickets,POLITICS,Jennifer Bendery,2022-01-12,republicans
252,Top House Democrat Wants Maskless Lawmakers Put In 'Isolation Boxes',POLITICS,Lee Moran,2022-01-12,democrats
253,Mitch McConnell Told To 'Save The Damn Crocodile Tears' After Whining About Voting,POLITICS,Lee Moran,2022-01-11,vote
254,Fox News Host Has Some Blunt Talk For Trump: 'You Have To Learn To Lose',POLITICS,Ed Mazza,2022-01-10,rep
255,"Mike Pence Will Likely Need Subpoena Before He'll Talk To Jan. 6 Committee, Says Ex-Aide",POLITICS,Mary Papenfuss,2022-01-09,rep
256,Wisconsin Republican Sen. Ron Johnson Will Run For Reelection,POLITICS,Tara Golshan,2022-01-09,election
257,"The Best And Worst Trump Tweets Over The Past Year, Ranked",POLITICS,"Amanda Terkel, Paige Lavender, Richard Kim, and George Zornick",2022-01-09,trump
258,Ted Cruz's Own Words About Jan. 6 Come Back To Haunt Him In Damning Supercut,POLITICS,Lee Moran,2022-01-08,rep
259,Kanye West Grabs A Bite With Pal Jared Kushner In Miami,POLITICS,Mary Papenfuss,2022-01-08,biden
260,Rep. Mo Brooks Reportedly 'Cheered' Capitol Riot As Colleagues Feared For Their Lives,POLITICS,Mary Papenfuss,2022-01-08,capitol
261,Critics Sum Up Laura Ingraham's Latest Joe Biden Attack In 1 Mocking Word,POLITICS,Lee Moran,2022-01-06,biden
262,'QAnon Shaman' Makes Bonkers New Claim About What He Was Really Doing On Jan. 6,POLITICS,Ed Mazza,2022-01-06,biden
263,Lauren Boebert Self-Owns With Rant About ‘Gaslighters’,POLITICS,Lee Moran,2022-01-05,rep
264,"A Year Later, GOP Lawmakers Still Won't Say If Joe Biden Is Actually President",POLITICS,Jennifer Bendery,2022-01-05,republicans
265,The FBI's Secret Weapon In The Capitol Attack Manhunt,POLITICS,Ryan J. Reilly,2022-01-05,capitol
266,"Trump Was Just '5 Rudys Short' Of A Coup, Warns Conservative Website Column",POLITICS,Mary Papenfuss,2022-01-04,trump
267,Lauren Boebert Jumps To Marjorie Taylor Greene’s Defense Over Twitter Ban And It Doesn’t Go Well,POLITICS,Lee Moran,2022-01-04,rep
268,Deputy District Attorney Who Opposed Vaccine Mandates Dies From COVID At 46,POLITICS,Lee Moran,2022-01-04,Ex-Prosecutor
269,Capitol Riot A Distant Memory In The Senate: Seems 'As If It Never Happened',POLITICS,Igor Bobic,2022-01-03,capitol
270,"NY Attorney General Subpoenas Donald Trump, Ivanka Trump, Donald Trump Jr.",POLITICS,"Michael R. Sisak, AP",2022-01-03,trump
271,Marine Corps Boots 206 Service Members Who Refused COVID Vaccines,POLITICS,Mary Papenfuss,2022-01-03,rep
272,Madison Cawthorn Says Founding Fathers Wouldn't Recognize U.S.; Twitter Critics: DUHH,POLITICS,Mary Papenfuss,2022-01-02,rep
273,Marjorie Taylor Greene's Personal Twitter Account Permanently Suspended,POLITICS,Nina Golgowski,2022-01-02,rep
274,Chilling Trump Letter Calling For 'Seizure' Of Election Material Revealed In Log To Jan. 6 Probers,POLITICS,Mary Papenfuss,2022-01-02,trump
275,Rep. Alexandria Ocasio-Cortez Rips 'Creepy Weirdo' Trump Adviser For Fixating On Boyfriend's Feet,POLITICS,Mary Papenfuss,2022-01-01,rep
276,Some Of The Biggest Lies Being Spread About The Jan. 6 Insurrection,POLITICS,"David Klepper, AP",2022-01-01,rep
277,'A Hell Of A Year': GOP Anticipating A Triumphant 2022,POLITICS,"Steve Peoples and Will Weissert, AP",2021-12-31,republicans
278,Politicians Pay Tribute To Former Senate Leader Harry Reid,POLITICS,Sanjana Karanth,2021-12-29,biden
279,"Biden, Putin To Hold Call Over Stepped Up Security Demands",POLITICS,"Aamer Madhani, AP",2021-12-29,rep
280,Judge Refuses To Dismiss Alleged Proud Boys Leaders’ Charges,POLITICS,"Michael Kunzelman, AP",2021-12-28,court
281,Biden Acknowledges Federal Effort To Expand COVID Testing ‘Clearly Not Enough’,POLITICS,Sanjana Karanth,2021-12-27,biden
282,"Sarah Weddington, Lawyer Who Argued Roe V. Wade, Dies At 76",POLITICS,"Jake Bleiberg, AP",2021-12-26,rep
283,Biden Joins First Lady For Christmas Eve Visit To Children's Hospital,POLITICS,"Alexandra Jaffe, AP",2021-12-24,biden
284,Trump Asks Supreme Court To Block Release Of Documents,POLITICS,"MARK SHERMAN, AP",2021-12-23,trump
285,Aaron Rodgers Is Still Complaining About Cancel Culture And It Isn't A Good Look,POLITICS,Ron Dicker,2021-12-22,biden
286,Judge Denies Michael Flynn's Attempt To Block Subpoena For Phone Records In Jan. 6 Probe,POLITICS,Sebastian Murdock,2021-12-22,court
287,Judge Will Admit Confession Of Trump Fanatic Who Electroshocked Cop At Capitol Attack,POLITICS,Ryan J. Reilly,2021-12-22,court
288,Jan. 6 Committee Seeks Interview With GOP Rep. Jim Jordan,POLITICS,"FARNOUSH AMIRI and MARY CLARE JALONICK, AP",2021-12-22,republicans
289,Democrats Slam Manchin For Saying He Can't Vote For Biden's Build Back Better Plan,POLITICS,Nina Golgowski,2021-12-19,democrats
290,Senator Joe Manchin Kills Biden's Social Spending And Climate Plan: 'I Can't Get There',POLITICS,George Zornick and Alexander C. Kaufman,2021-12-19,democrats
291,Michael Cohen Slams 'Stupid' Mark Meadows On MSNBC,POLITICS,Mary Papenfuss,2021-12-19,rep
292,Former Georgia Republican Sen. Johnny Isakson Dies At 76,POLITICS,Sanjana Karanth,2021-12-19,rep
293,Senate Confirmed White Nominees More Quickly Than Nominees Of Color This Year,POLITICS,Amanda Terkel,2021-12-17,vote
294,Capitol Rioter Who Bragged About Her 'Infamy' Sentenced To Prison,POLITICS,Ryan J. Reilly,2021-12-17,capitol
295,Joe Biden Gives Green Bay Packers Fan A Blunt Message For Unvaxxed Aaron Rodgers,POLITICS,Lee Moran,2021-12-17,biden
296,"Michael Cohen Sues Trump, Accuses Him Of 'Weaponizing' Prison Over Tell-All Memoir",POLITICS,Mary Papenfuss,2021-12-17,rep
297,Rep. Jim Jordan Admits To Sending One Of The Texts Revealed By Jan. 6 Committee,POLITICS,Josephine Harvey,2021-12-16,rep
298,House Moves Forward With Criminal Charges Against Mark Meadows,POLITICS,Sara Boboltz,2021-12-15,rep
299,Archaic Citizen’s Arrest Laws Led To Ahmaud Arbery’s Death. They’re Still On The Books In Many States.,POLITICS,Phillip Jackson,2021-12-15,rep
300,Meadows’ ‘Protect Pro Trump People’ Email May Explain Military Reluctance To Deploy Troops,POLITICS,S.V. Date,2021-12-14,republicans
301,Alex Jones Wonders If Joe Biden Used 'Weather Weapons' To Cause Deadly Tornadoes,POLITICS,Josephine Harvey,2021-12-14,joe
302,QAnon Believer Who Threatened To Shoot Nancy Pelosi For Trump Sentenced To Prison,POLITICS,Ryan J. Reilly,2021-12-14,rep
303,First Amendment Doesn't Protect Lies To Fleece MAGA Backers: Ex-White House Ethics Lawyer,POLITICS,Mary Papenfuss,2021-12-14,rep
304,Fauci Says Those Who Want To Be 'Optimally Protected' Should Get COVID-19 Booster,POLITICS,Nick Visser,2021-12-13,rep
305,Player In PowerPoint Election Overthrow Plot Reportedly Talked Often With Mark Meadows,POLITICS,Mary Papenfuss,2021-12-12,election
306,Mark Meadows Hands Over PowerPoint Plan For Trump To Overthrow Election,POLITICS,Mary Papenfuss,2021-12-11,rep
307,Supreme Court Rules To Allow Challenges To Texas Abortion Ban,POLITICS,Lydia O'Connor and Sara Boboltz,2021-12-10,court
308,Tucker Carlson Has A Misogynistic New Take On What COVID-19 Does To People,POLITICS,Josephine Harvey,2021-12-09,rep
309,Arkansas Becomes 3rd State To Introduce Texas-Style Abortion Ban,POLITICS,Alanna Vagianos,2021-12-08,rep
310,Ocasio-Cortez Absolutely Wrecks Boebert Over Gun-Themed Christmas Pic,POLITICS,David Moye,2021-12-08,rep
311,Former DC Guard Official Rips 'Unmitigated' Jan. 6 Lies Of Michael Flynn's Brother,POLITICS,Mary Papenfuss,2021-12-07,rep
312,Republicans Attack Child Care Funding As 'Toddler Takeover',POLITICS,"Igor Bobic, Arthur Delaney, and Jonathan Cohn",2021-12-07,republicans
313,Former GOP Senator David Perdue Enters Georgia Governor’s Race (UPDATED),POLITICS,Nick Visser,2021-12-06,republicans
314,"Trump Social Media Blows Deadline, Still Claims $1 Billion Commitment From Secret Investors",POLITICS,Mary Papenfuss,2021-12-05,trump
315,Chris Cuomo Denies Sexual Misconduct Allegations Against Him After CNN Firing,POLITICS,Sanjana Karanth,2021-12-05,rep
316,"Bob Dole, Former Republican Senator And Presidential Nominee, Dies At 98",POLITICS,Samantha Lachman and Nina Golgowski,2021-12-05,rep
317,Joe Biden’s ‘Vaccine Mandate’ Has An Alternative: Weekly Tests,POLITICS,"Arthur Delaney, Dave Jamieson, and Igor Bobic",2021-12-04,biden
318,Omicron Variant Found In 5 States As Biden Lays Out Plan To Tackle Winter Surge,POLITICS,Nick Visser,2021-12-03,biden
319,President Joe Biden Has A Cold,POLITICS,Sarah Ruiz-Grossman,2021-12-03,rep
320,Biden Set To Extend Mask Mandate On Public Transit Through Mid-March: Reports,POLITICS,Nick Visser,2021-12-02,biden
321,House Passes Government Funding As Senate Republicans Threaten Shutdown Over Vaccines,POLITICS,Tara Golshan,2021-12-02,republicans
322,Jan. 6 Committee Votes To Hold Ex-Trump Official Jeffrey Clark In Contempt,POLITICS,Sara Boboltz,2021-12-02,vote
323,Senate Republicans Threaten Government Shutdown Over ‘Vaccine Mandate’,POLITICS,"Arthur Delaney, Igor Bobic, and Tara Golshan",2021-12-01,republicans
324,Stacey Abrams Announces Run For Georgia Governor In 2022,POLITICS,Ryan Grenoble,2021-12-01,democrats
325,President Joe Biden Reaches Out To Another Child Struggling With A Stutter,POLITICS,Mary Papenfuss,2021-11-30,rep
326,Court Upholds California's Ban On High-Capacity Gun Magazines,POLITICS,"Don Thompson, AP",2021-11-30,court
327,"Carrie Meek, Pioneering Black Former Congresswoman, Dies",POLITICS,"FREIDA FRISARO, AP",2021-11-29,rep
328,Matthew McConaughey Says He's Decided Not To Run For Texas Governor,POLITICS,Josephine Harvey,2021-11-29,election
329,Omar Seeks Action Over Far-Right Congresswoman's Islamophobic Remarks,POLITICS,"James Anderson, AP",2021-11-28,rep
330,Justice Dept. To Prioritize Prosecuting Violence On Flights,POLITICS,"Michael Balsamo, AP",2021-11-25,rep
331,Supreme Court Will Hear Dispute Over North Carolina Voter ID Law,POLITICS,Lydia O'Connor,2021-11-24,court
332,White House: 92% Of Fed Workers Under Mandate Are Vaccinated,POLITICS,"Zeke Miller and Colleen Long, AP",2021-11-24,white house
333,More States Expanded Voting Rights In 2021 Than Restricted Them,POLITICS,Paul Blumenthal,2021-11-24,vote
334,Milwaukee’s ‘Dancing Grannies’ Devastated By Parade Crash,POLITICS,"Tim Sullivan, Kathleen Foody and Tammy Webber, AP",2021-11-23,biden
335,Fed's Powell Will Aim To Win A High-Stakes Bet In 2nd Term,POLITICS,"Christopher Rugaber, AP",2021-11-23,biden
336,GOP Gov. Chris Sununu Says Republicans In Congress Have 'Priorities Screwed Up',POLITICS,Josephine Harvey,2021-11-22,republicans
337,Joe Biden Sets $15 Minimum Wage For Federal Contractors,POLITICS,Dave Jamieson,2021-11-22,democrats
338,Vermont Democratic U.S. Rep. Peter Welch To Run For Patrick Leahy's Senate Seat,POLITICS,"LISA RATHKE and WILSON RING, AP",2021-11-22,democrats
339,"Biden To Keep Jerome Powell As Fed Chair, Brainard Gets Vice Chair",POLITICS,"CHRISTOPHER RUGABER, AP",2021-11-22,democrats
340,Biden Goes With Safe Fed Pick Over Nod To Progressives In Face Of Inflation Threat,POLITICS,S.V. Date,2021-11-22,biden
341,"O’Rourke: Military-Style Weapons, Permitless Carry Prevent Responsible Gun Ownership",POLITICS,Sanjana Karanth,2021-11-21,rep
342,Virginia's Lt. Gov.-Elect Likens Vaccine Status To Inquiring About One's DNA,POLITICS,Nina Golgowski,2021-11-21,rep
343,Biden Marks Transgender Day Of Remembrance: 'Each Of These Lives Was Precious',POLITICS,Hilary Hanson,2021-11-20,biden
344,State Attorneys General Investigating Instagram's Negative Effects On Kids,POLITICS,Ryan Grenoble,2021-11-19,rep
345,"House Moves Toward OK Of Dems' Sweeping Social, Climate Bill",POLITICS,"Alan Fram, AP",2021-11-19,democrats
346,Biden 'Confident' Build Back Better Will Be Passed 'Within A Week',POLITICS,"Lisa Mascaro, AP",2021-11-17,biden
347,Senator Amy Klobuchar Shares Good News About Her Breast Cancer Diagnosis,POLITICS,Ryan Grenoble,2021-11-17,democrats
348,Wyoming GOP Says It Won’t Recognize Rep. Liz Cheney As A Republican Anymore,POLITICS,Nick Visser,2021-11-16,rep
349,Sen. Patrick Leahy Not Running For Reelection,POLITICS,Igor Bobic,2021-11-15,democrats
350,Thousands Of Military Families Struggling With Food Insecurity,POLITICS,"Ashraf Khalil, AP",2021-11-15,rep
351,Joe Biden And Xi Jinping Prepare For First Presidential Meeting,POLITICS,"Aamer Madhani, AP",2021-11-15,rep
352,Sen. John Barrasso Refuses To Condemn Trump For Defending 'Hang Mike Pence' Chants,POLITICS,Nina Golgowski,2021-11-14,trump
353,Adam Schiff: Steve Bannon Indictment Will 'Without A Doubt' Sway Others,POLITICS,Nina Golgowski,2021-11-14,rep
354,Steve Bannon Hosts Podcast As 'Bannon Indicted' News Appears On TV Behind Him,POLITICS,David Moye,2021-11-13,biden
355,Parkland Students Are Still Trying To Heal While Pushing Gun Reform,POLITICS,"Kelli Kennedy, AP",2021-11-13,rep
356,How Kyrsten Sinema Went From Social Worker To Centrist,POLITICS,"Brian Slodysko, AP",2021-11-13,rep
357,"With Dems' Prized Bill At Stake, A Numbers Game Looms Ahead",POLITICS,"Alan Fram, AP",2021-11-13,democrats
358,"As Virus Surges, Colorado Opens Up COVID Boosters To All Adults",POLITICS,"JAMES ANDERSON, AP",2021-11-12,rep
359,"Death Threats, Tweets Jolt GOP Infrastructure Supporters",POLITICS,"Alan Fram, AP",2021-11-11,republicans
360,Judge Overturns Texas Ban On School Mask Mandates In Blow To GOP Governor,POLITICS,Nick Visser,2021-11-11,court
361,House Democrats Move To Censure GOP Rep. Paul Gosar Over Violent Video,POLITICS,Josephine Harvey,2021-11-11,democrats
362,Oklahoma Gov. Orders State To Stop Issuing Nonbinary Birth Certificates,POLITICS,"Sean Murphy, AP",2021-11-11,rep
363,Joe Biden Promised To Take On Saudi Arabia Over Jamal Khashoggi. The Saudis Won.,POLITICS,Akbar Shahid Ahmed,2021-11-09,biden
364,Rep. Adam Kinzinger Reportedly Considered Using His Gun During U.S. Capitol Riot,POLITICS,Mary Papenfuss,2021-11-09,capitol
365,"Trump Officials Repeatedly Violated Hatch Act, Probe Finds",POLITICS,"Jill Colvin, AP",2021-11-09,trump
366,"Jan. 6 Committee Subpoenas Trump Campaign Officials, Author Of Infamous ‘Coup Memo’",POLITICS,S.V. Date,2021-11-08,rep
367,Jan. 6 Rioter Wanted By The FBI Flees To Belarus,POLITICS,Ryan Grenoble,2021-11-08,biden
368,New Jersey Gov. Phil Murphy On Narrow Reelection: ‘There’s A Lot Of Hurt Out There’,POLITICS,Sanjana Karanth,2021-11-07,election
369,Republicans Update Their Race-Coded Strategy To Mobilize The Trump Base,POLITICS,Paul Blumenthal,2021-11-06,republicans
370,Republicans Flip Virginia House of Delegates In Devastating Blow To Democrats,POLITICS,Travis Waldron,2021-11-06,republicans
371,Conservative Pundit Reveals ‘Pretty Darn Simple’ Reason For Glenn Youngkin Victory,POLITICS,Lee Moran,2021-11-05,republicans
